"","SubmissionDate","starttime","endtime","enum","note_1","note_2","intro","audio","audio_consent","consent_text","consent","note_3","date_time","id","id_2","district","tracking","time_2","sex_q2_1","day_q2_2","age_q2_3","rel_q2_4","q2_4_oth","status_q2_5","q2_5_oth","note2_6","members_q2_6","child_q2_7","older_q2_8","younger_q2_9","q2_9err","born_q2_10","lc1_naba_vht_q2_11","q2_12err","discuss_q2_13","big_city_q2_14","kla_q2_14","vill16_q2_15","educ_q2_21","read_q2_22","read_q2_22b","lang_q2_23","q2_23_oth","other_lang_q2_24","q2_24err","q2_24_oth","tribe_q2_25","q2_25_oth","tribe1","uga_q2_22","uga_q2_22b","time_3","activity_q3_1","q3_1_oth","free_time_q3_2","q3_2err","convers_q3_3","q3_3err","time_4","news_q4_1","oly_q4_2","africa_cup_q4_3","watchTV_q4_1","mobile_q4_2","time_5","living_cond_q5_1","living_tribe_q5_2","living_tribe_q5_2b","cond_parents_q5_3","cond_children_q5_4","randomdraw1","hardwork_q5_5","hardwork_q5_6","religious_q5_7","religious_q5_8","willing_q5_9","willing_q5_10","time_6","new_ideas_q6_2a_c1","goals_q6_2","q6_2err","time_7","note7_1","achiever_q7_1","kneel_q7_3","woman_earns_q7_3","women_leaders_q7_5","time_8","note8","note_sec8","audio_sec8","note8_1","randomdraw2","action_q8_1a_1","action_q8_1b_1","action_q8_1b_2_1","action_q8_1c_1","action_q8_1d_1","action_q8_1d_2_1","action_q8_1a_2","action_q8_1b_2","action_q8_1b_2_2","action_q8_1c_2","action_q8_1d_2","action_q8_1d_2_2","action_q8_1a_3","action_q8_1b_3","action_q8_1b_2_3","action_q8_1c_3","action_q8_1d_3","action_q8_1d_2_3","action_q8_1a_4","action_q8_1b_4","action_q8_1b_2_4","action_q8_1c_4","action_q8_1d_4","action_q8_1d_2_4","note8_2","disobeys_q8_1a","disobeys_yes","disobeys_no","randomdraw3","chat_q8_1b","fin_pressure_q8_1c","no_housework_q8_1e","note8_3","disobeys_community_q8_2","housework_comm_q8_4","chat_community_q8_5","fin_press_comm_q8_6","react_q8_7","intervene_q8_9","note8_1f","time_9","note9_1","randomdraw4","citizens_q9_1a_1","citizens_q9_1a_2","randomdraw5","government_q9_1b_1","government_q9_1b_2","elders_q9_2","time_10","randomdraw6","note_10_1","time_11","robbed_police_q11_5","gov_resp_q11_2","time_12","time_13","religion_q14_1","q14_1_oth","religion_times_q14_2","pray_private_q14_4","time_14","killed_witch_q14_1","possible_kill_q14_1b","randomdraw9","time_15","randomdraw11","note15_1son","qualities_son_q15_2_3","move_son_q15_3","qualities_daughter_q15_2_3","move_daughter_q15_3","time_16","note16_1","note16_1_2","beaten_comm_q16_1","woman_beaten_q16_1b","report_q16_1c","q16_1err","report_q16_1c_oth","note16_2","once_week_q16_2","once_week_q16_2b","once_month_q16_2b","friends_fam_q16_3","note17","note17_1","dwelling_q16_1","q16_1_oth","note17_2","rooms_q16_2","walls_q16_5","q16_5_oth","floor_q16_6","q16_6_oth","light_q16_7","q16_7_oth","fuel_q16_8","q16_8_oth","time_18","note18_1","radio_q17_1","tv_q17_2","cellphone_q17_5","cellpone_internet_q17_5a","cellphone_battery_q17_5b","cellphone_unit_q17_5b_units","chair_q17_7","sofa_q17_8","motor_cycle_q17_15","time_19","films_q17_1","other_attend_q17_2","audio_sec19","note_sec19","content_q17_1b","q19_3err","content_q17_1b_oth","hear_q19_4","q19_4err","hear_q19_4_oth","note_sec19_2","time_20","person_q18_1","relationship_person_q18_2","q18_2_oth","q18_2berr","note18","followup_q18_3","note20","observe_conditions_q18_4","note20_2","note21","instanceID","formdef_version","KEY","tc_id"
"33","Oct 17, 2016 10:03:52 PM","Oct 17, 2016 9:54:32 PM","Oct 17, 2016 10:01:53 PM",5,NA,NA,NA,NA,1,NA,1,NA,"Oct 17, 2016 9:54:00 PM",12345678,12345678,1,1,"2016-Oct-17 21:55:16",1,3,52,9,NA,7,NA,NA,3,1,1,1,NA,2,"4 8",NA,2,NA,2,NA,4,3,NA,4,NA,"5",NA,NA,7,NA,"Japhadhola",3,NA,"2016-Oct-17 21:56:29",3,NA,"10",NA,"1 3",NA,"2016-Oct-17 21:56:33",4,3,NA,3,4,"2016-Oct-17 21:56:41",3,NA,NA,3,2,0.721056875737913,NA,NA,NA,NA,2,2,"2016-Oct-17 21:54:33",NA,"2 4 6",NA,"2016-Oct-17 21:56:59",NA,2,NA,2,NA,"2016-Oct-17 21:57:04",NA,NA,"media\AA_a10411d5-e69a-4efd-90af-47a8e0e351c6_note8_1.3gpp",NA,0.396413222123632,NA,NA,NA,NA,NA,NA,2,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0.558407461443003,NA,2,NA,NA,NA,NA,NA,NA,2,2,NA,"2016-Oct-17 21:57:26",NA,0.647130165071159,NA,1,0.810235443587603,NA,NA,2,"2016-Oct-17 21:57:30",0.714274068898756,NA,"2016-Oct-17 21:57:49",NA,2,"2016-Oct-17 21:57:52","2016-Oct-17 21:58:16",5,NA,2,10,"2016-Oct-17 21:58:34",NA,NA,0.474491679464766,"2016-Oct-17 21:58:43",0.91348728705475,NA,NA,NA,2,2,"2016-Oct-17 21:58:51",NA,NA,2,1,"4",NA,NA,NA,2,NA,2,2,NA,NA,3,NA,NA,2,5,NA,5,NA,5,NA,5,NA,"2016-Oct-17 21:59:15",NA,2,2,NA,NA,NA,NA,NA,2,2,"2016-Oct-17 21:59:22",3,3,"media\AA_a10411d5-e69a-4efd-90af-47a8e0e351c6_note_sec19.3gpp",NA,"2",NA,NA,NA,NA,NA,NA,"2016-Oct-17 21:59:28",2,NA,NA,NA,NA,2,NA,3,NA,NA,"uuid:a10411d5-e69a-4efd-90af-47a8e0e351c6",1610170740,"uuid:a10411d5-e69a-4efd-90af-47a8e0e351c6",9
"34","Oct 18, 2016 7:13:51 PM","Oct 18, 2016 11:09:26 AM","Oct 18, 2016 1:30:33 PM",28,NA,NA,NA,NA,1,NA,1,NA,"Oct 18, 2016 11:09:00 AM",40432271,40432271,4,1,"2016-Oct-18 11:11:08",2,2,34,2,NA,2,NA,NA,11,9,1,9,NA,6,"6",NA,1,2,2,2,4,2,NA,26,NA,"30",NA,NA,14,NA,"Mufumbira",2,NA,"2016-Oct-18 11:17:46",9,NA,"9 10 11 6",NA,"5 1 2 3",NA,"2016-Oct-18 11:22:44",5,NA,3,2,2,"2016-Oct-18 11:25:39",2,1,NA,2,2,0.632092301818561,NA,NA,3,3,NA,NA,"2016-Oct-18 11:09:27",1,"1 3 6",NA,"2016-Oct-18 11:34:35",NA,1,2,1,2,"2016-Oct-18 11:36:24",NA,NA,"media\AA_7898f4d5-6a8b-46b3-8b6d-c761e9ca7997_note8_1.3gpp",NA,0.964990822181615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,1,NA,NA,2,NA,2,0.716402436680485,NA,NA,1,NA,2,1,NA,NA,1,1,NA,"2016-Oct-18 11:45:29",NA,0.0962862471914958,2,NA,0.23202832670922,1,NA,1,"2016-Oct-18 11:47:03",0.670122675131502,NA,"2016-Oct-18 11:52:27",3,2,"2016-Oct-18 11:55:29","2016-Oct-18 12:07:14",9,NA,5,1,"2016-Oct-18 12:08:39",1,NA,0.733872897449727,"2016-Oct-18 12:11:29",0.657658112089518,NA,NA,NA,4,1,"2016-Oct-18 12:15:07",NA,NA,3,3,"1 2",NA,NA,NA,1,1,NA,2,NA,NA,3,NA,NA,3,5,NA,1,NA,5,NA,3,NA,"2016-Oct-18 12:23:35",NA,1,2,2,NA,NA,NA,1,2,2,"2016-Oct-18 12:24:06",7,1,"media\AA_7898f4d5-6a8b-46b3-8b6d-c761e9ca7997_note_sec19.3gpp",NA,NA,NA,NA,5,NA,NA,NA,"2016-Oct-18 12:26:34",2,NA,NA,NA,NA,1,NA,3,NA,NA,"uuid:7898f4d5-6a8b-46b3-8b6d-c761e9ca7997",1610170740,"uuid:7898f4d5-6a8b-46b3-8b6d-c761e9ca7997",100
"35","Oct 18, 2016 7:14:22 PM","Oct 18, 2016 4:22:56 PM","Oct 18, 2016 5:31:41 PM",28,NA,NA,NA,NA,1,NA,1,NA,"Oct 18, 2016 4:30:00 PM",40432071,40432071,4,1,"2016-Oct-18 16:30:50",2,3,26,1,NA,1,NA,NA,3,0,1,1,NA,1,"5",NA,3,1,1,2,12,NA,2,2,NA,"1 16 22 26",NA,NA,16,NA,"Mugwere",3,NA,"2016-Oct-18 16:35:51",7,NA,"1 9 6 8",NA,"1 2 4 7",NA,"2016-Oct-18 16:39:06",5,2,3,2,5,"2016-Oct-18 16:40:49",3,3,NA,2,2,0.108005978094793,2,1,NA,NA,NA,NA,"2016-Oct-18 16:22:57",1,"2 6 8",NA,"2016-Oct-18 16:47:09",NA,2,2,2,1,"2016-Oct-18 16:48:53",NA,NA,"media\AA_59fff66b-35fa-47ff-9f75-d27c846f0e56_note8_1.3gpp",NA,0.537927264796323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,0.286699389757709,2,NA,NA,NA,2,NA,2,NA,1,1,NA,"2016-Oct-18 16:57:45",NA,0.802736947339316,NA,1,0.741320125292303,NA,2,1,"2016-Oct-18 16:59:56",0.100527870234642,NA,"2016-Oct-18 17:04:06",2,2,"2016-Oct-18 17:07:01","2016-Oct-18 17:17:10",2,NA,1,1,"2016-Oct-18 17:17:38",2,1,0.809410319007631,"2016-Oct-18 17:19:40",0.714494969627496,NA,NA,NA,1,1,"2016-Oct-18 17:21:42",NA,NA,12,12,"1 2",NA,NA,NA,2,NA,1,1,NA,NA,3,NA,NA,2,7,NA,7,NA,5,NA,2,NA,"2016-Oct-18 17:26:02",NA,1,1,1,2,5,3,1,2,2,"2016-Oct-18 17:26:42",8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-18 17:27:23",2,NA,NA,NA,NA,1,NA,3,NA,NA,"uuid:59fff66b-35fa-47ff-9f75-d27c846f0e56",1610170740,"uuid:59fff66b-35fa-47ff-9f75-d27c846f0e56",100
"36","Oct 18, 2016 7:17:01 PM","Oct 18, 2016 11:41:38 AM","Oct 18, 2016 1:55:42 PM",15,NA,NA,NA,NA,1,NA,1,NA,"Oct 18, 2016 11:55:00 AM",40432341,40432341,4,1,"2016-Oct-18 11:56:55",1,2,63,1,NA,1,NA,NA,10,7,0,9,NA,5,"2",NA,2,2,1,2,18,NA,4,2,NA,"26",NA,NA,14,NA,"Mufumbira",1,NA,"2016-Oct-18 12:11:05",1,NA,"1 9 10 8",NA,"5 1 4",NA,"2016-Oct-18 12:20:36",5,NA,NA,1,4,"2016-Oct-18 12:27:09",3,1,NA,1,1,0.954851164716257,NA,NA,NA,NA,3,1,"2016-Oct-18 11:41:39",1,"2 4 7",NA,"2016-Oct-18 12:39:52",NA,1,2,1,2,"2016-Oct-18 12:41:53",NA,NA,"media\AA_a5be9452-a80b-4eb7-a8fc-ac05091aa818_note8_1.3gpp",NA,0.571374819219558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0.475093490146997,NA,2,NA,NA,2,NA,NA,2,1,2,NA,"2016-Oct-18 12:55:13",NA,0.5030522548299,NA,1,0.598727394208704,NA,1,1,"2016-Oct-18 12:59:10",0.516184356441337,NA,"2016-Oct-18 13:08:41",2,2,"2016-Oct-18 13:11:39","2016-Oct-18 13:27:20",3,NA,1,1,"2016-Oct-18 13:28:08",1,NA,0.643352832794658,"2016-Oct-18 13:31:58",0.514251211579915,NA,NA,NA,2,1,"2016-Oct-18 13:35:29",NA,NA,3,2,"1",NA,NA,NA,1,1,NA,1,NA,NA,2,NA,NA,4,8,NA,1,NA,6,NA,3,NA,"2016-Oct-18 13:42:50",NA,1,2,1,2,7,3,1,2,1,"2016-Oct-18 13:44:10",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-18 13:45:02",2,NA,NA,NA,NA,1,NA,3,NA,NA,"uuid:a5be9452-a80b-4eb7-a8fc-ac05091aa818",1610170740,"uuid:a5be9452-a80b-4eb7-a8fc-ac05091aa818",100
"37","Oct 18, 2016 7:17:58 PM","Oct 18, 2016 10:41:09 AM","Oct 18, 2016 12:39:27 PM",27,NA,NA,NA,NA,1,NA,1,NA,"Oct 18, 2016 11:22:00 AM",40432201,40432201,4,1,"2016-Oct-18 11:24:24",1,1,34,1,NA,1,NA,NA,5,3,0,4,NA,4,"11",NA,1,1,2,2,8,NA,2,2,NA,"1 3 26",NA,NA,14,NA,"Mufumbira",1,NA,"2016-Oct-18 11:31:15",1,NA,"9 11 6 8",NA,"5 1 4",NA,"2016-Oct-18 11:35:02",5,NA,2,3,5,"2016-Oct-18 11:37:59",3,1,NA,2,2,0.506641550964986,NA,NA,1,1,NA,NA,"2016-Oct-18 10:41:09",1,"2 4 6",NA,"2016-Oct-18 11:44:12",NA,2,2,2,1,"2016-Oct-18 11:46:20",NA,NA,"media\AA_db65117f-6bc3-4a96-a238-c04aaf6ab8e6_note8_1.3gpp",NA,0.683836364588287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.318695320418983,2,NA,NA,NA,2,NA,2,NA,1,1,NA,"2016-Oct-18 11:52:42",NA,0.015563439577759,2,NA,0.637814339858119,NA,2,1,"2016-Oct-18 11:54:42",0.629918752872064,NA,"2016-Oct-18 12:01:35",1,1,"2016-Oct-18 12:03:36","2016-Oct-18 12:15:38",2,NA,1,2,"2016-Oct-18 12:16:22",2,1,0.447776483763056,"2016-Oct-18 12:19:30",0.253085263287949,NA,4,1,NA,NA,"2016-Oct-18 12:22:26",NA,NA,1,1,"2",NA,NA,NA,2,NA,1,1,NA,NA,2,NA,NA,4,5,NA,7,NA,7,NA,2,NA,"2016-Oct-18 12:29:25",NA,1,2,1,2,5,3,1,2,2,"2016-Oct-18 12:30:39",1,1,"media\AA_db65117f-6bc3-4a96-a238-c04aaf6ab8e6_note_sec19.3gpp",NA,"5 3",NA,NA,NA,NA,NA,NA,"2016-Oct-18 12:32:42",2,NA,NA,NA,NA,1,NA,4,NA,NA,"uuid:db65117f-6bc3-4a96-a238-c04aaf6ab8e6",1610170740,"uuid:db65117f-6bc3-4a96-a238-c04aaf6ab8e6",100
"38","Oct 18, 2016 7:18:05 PM","Oct 18, 2016 11:50:20 AM","Oct 18, 2016 1:09:58 PM",41,NA,NA,NA,NA,1,NA,1,NA,"Oct 18, 2016 11:50:00 AM",40432331,40432331,4,1,"2016-Oct-18 11:52:26",1,2,37,1,NA,1,NA,NA,10,8,0,9,NA,10,"11",NA,3,1,2,1,4,2,NA,2,NA,"30",NA,NA,22,NA,"Munyarwanda",2,NA,"2016-Oct-18 11:59:38",1,NA,"9 11 6 8",NA,"1 4",NA,"2016-Oct-18 12:05:40",5,NA,2,2,5,"2016-Oct-18 12:09:15",3,2,NA,1,2,0.193286657218119,1,1,NA,NA,NA,NA,"2016-Oct-18 11:50:21",1,"1 3 8",NA,"2016-Oct-18 12:19:31",NA,1,2,1,2,"2016-Oct-18 12:21:09",NA,NA,"media\AA_17a0d651-3e3c-4ff8-a447-bf256485c619_note8_1.3gpp",NA,0.971899559373062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,1,NA,NA,2,NA,2,0.0538287989881987,2,NA,NA,NA,2,NA,2,NA,1,1,NA,"2016-Oct-18 12:30:06",NA,0.067586275037949,1,NA,0.160981692981802,1,NA,1,"2016-Oct-18 12:31:56",0.838040274013917,NA,"2016-Oct-18 12:37:11",1,1,"2016-Oct-18 12:39:40","2016-Oct-18 12:52:34",8,NA,3,1,"2016-Oct-18 12:54:07",1,NA,0.453515624940017,"2016-Oct-18 12:55:58",0.961755950284818,NA,NA,NA,2,1,"2016-Oct-18 12:58:12",NA,NA,2,1,"2",NA,NA,NA,2,NA,1,1,NA,NA,3,NA,NA,2,5,NA,2,NA,5,NA,3,NA,"2016-Oct-18 13:02:58",NA,2,2,1,2,7,3,1,2,2,"2016-Oct-18 13:03:45",7,2,"media\AA_17a0d651-3e3c-4ff8-a447-bf256485c619_note_sec19.3gpp",NA,NA,NA,NA,4,NA,NA,NA,"2016-Oct-18 13:05:21",2,NA,NA,NA,NA,1,NA,3,NA,NA,"uuid:17a0d651-3e3c-4ff8-a447-bf256485c619",1610170740,"uuid:17a0d651-3e3c-4ff8-a447-bf256485c619",100
"39","Oct 18, 2016 7:18:25 PM","Oct 18, 2016 1:27:22 PM","Oct 18, 2016 2:42:22 PM",41,NA,NA,NA,NA,1,NA,1,NA,"Oct 18, 2016 1:27:00 PM",40432181,40432181,4,1,"2016-Oct-18 13:29:49",1,3,28,1,NA,1,NA,NA,5,3,0,4,NA,3,"11",NA,4,2,1,1,7,2,NA,2,NA,"26 30",NA,NA,14,NA,"Mufumbira",1,NA,"2016-Oct-18 13:36:11",1,NA,"1 4 5 8",NA,"1",NA,"2016-Oct-18 13:39:42",5,NA,NA,2,5,"2016-Oct-18 13:42:56",1,2,NA,1,2,0.462386758264564,NA,NA,1,3,NA,NA,"2016-Oct-18 13:27:23",1,"4 6 8",NA,"2016-Oct-18 13:50:02",NA,1,2,1,1,"2016-Oct-18 13:51:25",NA,NA,"media\AA_7639df76-3125-416c-bd28-30e42b60efae_note8_1.3gpp",NA,0.55344084496781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0.0326020835643495,1,NA,NA,NA,1,NA,1,NA,1,1,NA,"2016-Oct-18 13:57:46",NA,0.203000385227123,1,NA,0.607637014687152,NA,2,1,"2016-Oct-18 13:59:45",0.315760289994363,NA,"2016-Oct-18 14:04:08",1,2,"2016-Oct-18 14:06:29","2016-Oct-18 14:19:00",9,NA,3,4,"2016-Oct-18 14:19:35",1,NA,0.920509049865288,"2016-Oct-18 14:21:58",0.795049638726708,NA,NA,NA,1,1,"2016-Oct-18 14:24:14",NA,NA,10,9,"2 3",NA,NA,NA,1,2,NA,1,NA,NA,2,NA,NA,2,2,NA,2,NA,1,NA,3,NA,"2016-Oct-18 14:29:18",NA,2,2,1,2,3,3,1,2,2,"2016-Oct-18 14:30:06",8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-18 14:31:07",2,NA,NA,NA,NA,1,NA,3,NA,NA,"uuid:7639df76-3125-416c-bd28-30e42b60efae",1610170740,"uuid:7639df76-3125-416c-bd28-30e42b60efae",100
"40","Oct 18, 2016 7:18:44 PM","Oct 18, 2016 10:40:38 AM","Oct 18, 2016 2:57:26 PM",2,NA,NA,NA,NA,1,NA,1,NA,"Oct 18, 2016 10:41:00 AM",40432221,40432221,4,1,"2016-Oct-18 10:42:10",2,2,40,2,NA,2,NA,NA,8,5,1,6,NA,12,"8",NA,3,2,1,2,18,NA,4,2,NA,"26",NA,NA,14,NA,"Mufumbira",1,NA,"2016-Oct-18 10:59:10",1,NA,"9 10 11 8",NA,"8",NA,"2016-Oct-18 11:03:54",5,3,NA,6,1,"2016-Oct-18 11:06:40",1,2,NA,1,1,0.378101897847671,NA,NA,1,1,NA,NA,"2016-Oct-18 10:40:38",1,"5 6 8",NA,"2016-Oct-18 11:16:57",NA,1,2,1,1,"2016-Oct-18 11:19:16",NA,NA,"media\AA_45d00233-ff42-4b2f-861e-b00141a8f208_note8_1.3gpp",NA,0.09459883156491,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0.318504535943346,1,NA,NA,NA,2,NA,1,NA,1,2,NA,"2016-Oct-18 11:31:21",NA,0.352292622434265,2,NA,0.263104640309151,1,NA,1,"2016-Oct-18 11:34:00",0.285463924926107,NA,"2016-Oct-18 11:42:51",1,2,"2016-Oct-18 11:49:24","2016-Oct-18 12:07:31",9,NA,1,1,"2016-Oct-18 12:09:22",2,2,0.322083961593192,"2016-Oct-18 12:11:45",0.734312416974071,NA,NA,NA,4,1,"2016-Oct-18 12:14:01",NA,NA,0,NA,NA,NA,NA,NA,2,NA,3,2,NA,NA,2,NA,NA,4,1,NA,2,NA,1,NA,3,NA,"2016-Oct-18 12:17:38",NA,1,2,2,NA,NA,NA,1,2,2,"2016-Oct-18 12:17:57",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-18 12:18:47",2,NA,NA,NA,NA,1,NA,3,NA,NA,"uuid:45d00233-ff42-4b2f-861e-b00141a8f208",1610170740,"uuid:45d00233-ff42-4b2f-861e-b00141a8f208",100
"41","Oct 18, 2016 7:19:12 PM","Oct 18, 2016 12:39:07 PM","Oct 18, 2016 2:11:06 PM",2,NA,NA,NA,NA,1,NA,1,NA,"Oct 18, 2016 12:42:00 PM",40432161,40432161,4,1,"2016-Oct-18 12:43:26",2,2,20,2,NA,2,NA,NA,4,2,1,2,NA,2,"2 8",NA,1,1,1,2,7,2,NA,2,NA,"2",NA,NA,22,NA,"Munyarwanda",1,NA,"2016-Oct-18 12:52:06",1,NA,"1 9 11 8",NA,"1 2 4 7",NA,"2016-Oct-18 12:54:29",5,NA,3,6,5,"2016-Oct-18 12:56:27",2,3,NA,2,2,0.265457832207747,1,3,NA,NA,NA,NA,"2016-Oct-18 12:39:07",1,"1 3 7",NA,"2016-Oct-18 13:00:54",NA,2,2,1,1,"2016-Oct-18 13:02:59",NA,NA,"media\AA_7bd3c1f7-cbfe-4ffa-9193-ac300c06ac48_note8_1.3gpp",NA,0.441342611849535,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0.993629776184989,NA,NA,1,NA,1,1,NA,NA,2,2,NA,"2016-Oct-18 13:09:19",NA,0.97141521047441,NA,1,0.631530403281238,NA,1,1,"2016-Oct-18 13:12:36",0.910561604164486,NA,"2016-Oct-18 13:16:14",3,1,"2016-Oct-18 13:17:50","2016-Oct-18 13:30:06",11,NA,0,2,"2016-Oct-18 13:30:44",1,NA,0.918647648944726,"2016-Oct-18 13:32:11",0.23171204375837,NA,4,1,NA,NA,"2016-Oct-18 13:34:15",NA,NA,1,1,"1",NA,NA,NA,2,NA,2,2,NA,NA,2,NA,NA,4,1,NA,2,NA,6,NA,3,NA,"2016-Oct-18 13:39:47",NA,1,2,1,2,5,3,1,2,2,"2016-Oct-18 13:40:35",7,3,"media\AA_7bd3c1f7-cbfe-4ffa-9193-ac300c06ac48_note_sec19.3gpp",NA,NA,NA,NA,4,NA,NA,NA,"2016-Oct-18 13:41:44",2,NA,NA,NA,NA,1,NA,2,NA,NA,"uuid:7bd3c1f7-cbfe-4ffa-9193-ac300c06ac48",1610170740,"uuid:7bd3c1f7-cbfe-4ffa-9193-ac300c06ac48",100
"42","Oct 18, 2016 7:19:36 PM","Oct 18, 2016 10:50:52 AM","Oct 18, 2016 12:00:51 PM",14,NA,NA,NA,NA,1,NA,1,NA,"Oct 18, 2016 10:51:00 AM",40432171,40432171,4,1,"2016-Oct-18 10:54:08",1,1,52,1,NA,1,NA,NA,5,3,0,4,NA,8,"11",NA,1,1,1,2,7,2,NA,2,NA,"1 2 26",NA,NA,1,NA,"Muganda",1,NA,"2016-Oct-18 11:01:26",10,NA,"1 9 10 8",NA,"5 1 3 4 7",NA,"2016-Oct-18 11:06:19",5,NA,1,2,1,"2016-Oct-18 11:09:01",2,3,NA,2,1,0.927176298490732,NA,NA,NA,NA,3,1,"2016-Oct-18 10:50:52",1,"3 5 8",NA,"2016-Oct-18 11:17:05",NA,2,2,2,2,"2016-Oct-18 11:18:39",NA,NA,"media\AA_f1647fa3-2619-4a08-b370-e43849ae1921_note8_1.3gpp",NA,0.401188010215305,NA,NA,NA,NA,NA,NA,2,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.482999949389188,NA,2,NA,NA,2,NA,NA,2,1,1,NA,"2016-Oct-18 11:25:00",NA,0.78067271442471,NA,2,0.835954381646273,NA,1,2,"2016-Oct-18 11:26:38",0.165371774759984,NA,"2016-Oct-18 11:30:28",3,2,"2016-Oct-18 11:32:05","2016-Oct-18 11:42:14",4,NA,1,1,"2016-Oct-18 11:43:06",1,NA,0.0680217865953131,"2016-Oct-18 11:45:17",0.830655827024569,NA,NA,NA,4,1,"2016-Oct-18 11:47:39",NA,NA,1,0,NA,NA,NA,NA,2,NA,3,1,NA,NA,2,NA,NA,4,1,NA,1,NA,9,NA,3,NA,"2016-Oct-18 11:52:24",NA,1,2,2,NA,NA,NA,1,2,2,"2016-Oct-18 11:53:02",8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-18 11:54:40",2,NA,NA,NA,NA,1,NA,3,NA,NA,"uuid:f1647fa3-2619-4a08-b370-e43849ae1921",1610170740,"uuid:f1647fa3-2619-4a08-b370-e43849ae1921",100
"43","Oct 18, 2016 7:20:46 PM","Oct 18, 2016 12:59:46 PM","Oct 18, 2016 2:17:39 PM",14,NA,NA,NA,NA,2,NA,1,NA,"Oct 18, 2016 1:11:00 PM",40432031,40432031,4,1,"2016-Oct-18 13:13:29",1,1,22,1,NA,1,NA,NA,2,0,0,1,NA,0,"11",NA,1,2,2,2,1,2,NA,30,NA,"2",NA,NA,22,NA,"Munyarwanda",2,NA,"2016-Oct-18 13:18:52",1,NA,"1 5",NA,"5 4",NA,"2016-Oct-18 13:22:15",5,NA,NA,2,5,"2016-Oct-18 13:24:48",1,3,NA,2,2,0.619206481750237,NA,NA,2,3,NA,NA,"2016-Oct-18 12:59:47",1,"4 6 7",NA,"2016-Oct-18 13:33:26",NA,2,1,1,2,"2016-Oct-18 13:35:06",NA,NA,NA,NA,0.678673215033329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.326840124705373,2,NA,NA,NA,1,NA,1,NA,2,1,NA,"2016-Oct-18 13:42:48",NA,0.872796813961949,NA,2,0.759007590079472,NA,1,2,"2016-Oct-18 13:43:57",0.595125435115661,NA,"2016-Oct-18 13:47:39",3,2,"2016-Oct-18 13:50:07","2016-Oct-18 13:58:03",9,NA,4,1,"2016-Oct-18 13:59:03",1,NA,0.977537823921504,"2016-Oct-18 14:03:08",0.632721406862179,NA,NA,NA,4,1,"2016-Oct-18 14:04:04",NA,NA,2,1,"4",NA,NA,NA,2,NA,1,1,NA,NA,3,NA,NA,1,1,NA,2,NA,6,NA,3,NA,"2016-Oct-18 14:08:37",NA,1,2,1,2,2,3,1,2,2,"2016-Oct-18 14:09:18",5,2,NA,NA,"4",NA,NA,NA,NA,NA,NA,"2016-Oct-18 14:11:01",2,NA,NA,NA,NA,1,NA,4,NA,NA,"uuid:6191bf3e-2566-44a3-b58d-3e134ee5e6fb",1610170740,"uuid:6191bf3e-2566-44a3-b58d-3e134ee5e6fb",100
